statement,source,link,veracity
"Michele Bachmann's legislative record is ""offering failed amendments.""",Tim Pawlenty,/web/20180119174748/http://www.politifact.com/truth-o-meter/statements/2011/jul/28/tim-pawlenty/tim-pawlenty-said-michele-bachmanns-legislative-re/,Mostly True
"Says ""over 50 percent of U.S. job growth in June came"" from Wisconsin.",Republican Party of Wisconsin,/web/20180119174748/http://www.politifact.com/wisconsin/statements/2011/jul/28/republican-party-wisconsin/wisconsin-republican-party-says-more-than-half-nat/,False
Says stores will be barred from selling 100-watt light bulbs as of 2012.,Michael Burgess,/web/20180119174748/http://www.politifact.com/texas/statements/2011/jul/28/michael-burgess/michael-burgess-says-stores-will-be-barred-selling/,Mostly False
"""Recently we have seen our government debt grow by $3.4 trillion during the first 29 months of the Obama administration -- the equivalent of about $4 billion per day.""",Leonard Lance,/web/20180119174748/http://www.politifact.com/new-jersey/statements/2011/jul/28/leonard-lance/us-rep-leonard-lance-says-government-debt-has-grow/,Half-True
"In Europe, ""church attendance rates (are) in the single digits"" because churches are supported by taxes.",Rick Santorum,/web/20180119174748/http://www.politifact.com/truth-o-meter/statements/2011/jul/27/rick-santorum/rick-santorum-says-church-attendance-single-digits/,Mostly False
"""The deficit was on track to top $1 trillion the year I took office.""",Barack Obama,/web/20180119174748/http://www.politifact.com/truth-o-meter/statements/2011/jul/27/barack-obama/obama-says-deficit-was-track-top-1-trillion-year-h/,True
"""Thirty-four of the last 44 (debt ceiling increases) have been for less than a year. So, this notion that short-term is somehow the exception, it's actually the rule.""",Rob Portman,/web/20180119174748/http://www.politifact.com/ohio/statements/2011/jul/27/rob-portman/sen-rob-portman-says-most-debt-ceiling-increases-h/,True
"Says Democratic recall opponent Shelly Moore ""opposes any limit on taxes.""",Sheila Harsdorf,/web/20180119174748/http://www.politifact.com/wisconsin/statements/2011/jul/27/sheila-harsdorf/state-senator-sheila-harsdorf-says-recall-election/,Mostly False
"""The state of Georgia is near the bottom among states for SAT scores and graduation rates.""",Chip Rogers,/web/20180119174748/http://www.politifact.com/georgia/statements/2011/jul/27/chip-rogers/rogers-gets-it-right-georgias-eduction-woes/,True
"Says Tim Pawlenty said in 2006, ""The era of small government is over... the government has to be more proactive and more aggressive.""",Michele Bachmann,/web/20180119174748/http://www.politifact.com/truth-o-meter/statements/2011/jul/26/michele-bachmann/did-tim-pawlenty-say-era-small-government-over/,Mostly True
"""The U.S. won't default, because default means that you don't pay your creditors. And it takes about 10 percent of the money that's coming in right now"" to pay interest to bondholders.",Tom Price,/web/20180119174748/http://www.politifact.com/georgia/statements/2011/jul/26/tom-price/georgia-republican-tom-price-says-paying-debtholde/,False
"""Active duty males in the military are twice as likely to develop prostate cancer than their civilian counterparts.""",Cliff Stearns,/web/20180119174752/http://www.politifact.com/florida/statements/2011/jul/26/cliff-stearns/cliff-stearns-pushing-research-funding-says-milita/,Mostly True
"The House passed ""cut, cap and balance"" with ""bipartisan support.""",John Boehner,/web/20180119174752/http://www.politifact.com/truth-o-meter/statements/2011/jul/26/john-boehner/bipartisan-support-cut-cap-and-balance-john-boehne/,Mostly False
"""President Reagan did it (raised the debt ceiling) 18 times.  George W. Bush did it seven times.""",Barack Obama,/web/20180119174752/http://www.politifact.com/truth-o-meter/statements/2011/jul/26/barack-obama/obama-says-reagan-raised-debt-ceiling-18-times-geo/,True
"Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, ""didn’t pay taxes""",Jessica King,/web/20180119174752/http://www.politifact.com/wisconsin/statements/2011/jul/26/jessica-king/wisconsin-senate-recall-race-democrat-jessica-king/,Mostly False
"""If you're from Guatemala and you are found illegally in Mexico, you are automatically jailed.""",Sam Olens,/web/20180119174752/http://www.politifact.com/georgia/statements/2011/jul/26/sam-olens/olens-accuses-mexico-having-own-harsh-immigration-/,False
"Says unemployment in Trenton is ""twice as much as what we see in every other area of the state"" and, as a result, ""we have seen an increase in crime.""",Shirley Turner,/web/20180119174752/http://www.politifact.com/new-jersey/statements/2011/jul/26/shirley-turner/sen-shirley-turner-claims-unemployment-trenton-dou/,Mostly False
"""When the Republicans were in charge, they actually expanded government health care with the prescription drug program.""",Ron Paul,/web/20180119174752/http://www.politifact.com/truth-o-meter/statements/2011/jul/25/ron-paul/ron-paul-says-when-republicans-were-power-they-exp/,True
"""Most countries have no debt ceiling.""",Arianna Huffington,/web/20180119174752/http://www.politifact.com/truth-o-meter/statements/2011/jul/25/arianna-huffington/arianna-huffington-says-us-debt-ceiling-rules-are-/,Mostly True
"""The nonpartisan CBO, Congressional Budget Office, has said that the No. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the Bush tax cuts in 2001 and 2003.""",Debbie Wasserman Schultz,/web/20180119174752/http://www.politifact.com/florida/statements/2011/jul/25/debbie-wasserman-schultz/rep-debbie-wasserman-schultz-says-nonpartisan-cbo-/,Half-True
"The 2011-13 state budget ""cuts overall funding for public schools by $1.6 billion""",Jennifer  Shilling,/web/20180119174752/http://www.politifact.com/wisconsin/statements/2011/jul/25/jennifer-shilling/wisconsin-jennifer-shilling-state-budget-cut-publi/,Mostly False
On campaign contributions from electric utilities.,Ward Armstrong,/web/20180119174752/http://www.politifact.com/virginia/statements/2011/jul/25/ward-armstrong/armstrong-changes-stance-taking-campaign-money-ele/,Full Flop
"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",Federal Transit Administration,/web/20180119174752/http://www.politifact.com/georgia/statements/2011/jul/25/federal-transit-administration/fta-says-atlanta-streetcar-create-thousands-jobs/,Pants on Fire!
"""This past (legislative) session, we passed out of the Legislature a resolution requiring Congress to pass a balanced-budget amendment to the (U.S.) Constitution.""",David Dewhurst,/web/20180119174752/http://www.politifact.com/texas/statements/2011/jul/25/david-dewhurst/david-dewhurst-says-2011-legislature-required-cong/,Half-True
"Says ""the most dangerous time for children"" is from ""3 to 6 p.m., during which time juvenile crime rates triple""",Raymond Lesniak,/web/20180119174752/http://www.politifact.com/new-jersey/statements/2011/jul/25/raymond-lesniak/state-sen-raymond-lesniak-says-juvenile-crime-rate/,Half-True
Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.,Wisconsin Family Action,/web/20180119174752/http://www.politifact.com/wisconsin/statements/2011/jul/24/wisconsin-family-action/wisconsin-family-action-says-wisconsin-rep-fred-cl/,True
"""The average 401(k) in America of a person who's 60 years old is under $100,000.""",Gina Raimondo,/web/20180119174752/http://www.politifact.com/rhode-island/statements/2011/jul/24/gina-raimondo/ri-treasurer-raimondo-says-60-year-olds-401ks-typi/,Mostly True
"Says the state budget ""doubled property tax credits for seniors and middle class New Jerseyans"" and had ""no tax increases for any New Jersey family for the second year in a row.""",Chris Christie,/web/20180119174752/http://www.politifact.com/new-jersey/statements/2011/jul/24/chris-christie/gov-chris-christie-says-new-jersey-budget-doubled-/,Half-True
Says members of the military have sent him more campaign contributions than they’ve sent President Barack Obama and more than twice what they’ve sent other Republican presidential candidates.,Ron Paul,/web/20180119174752/http://www.politifact.com/texas/statements/2011/jul/23/ron-paul/ron-paul-says-members-military-have-given-him-far-/,True
"Says Ronald Reagan ""repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way.""",Barack Obama,/web/20180119174752/http://www.politifact.com/truth-o-meter/statements/2011/jul/22/barack-obama/ronald-reagan-talks-about-debt-ceiling/,Mostly True
"""A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.""",Victoria Jackson,/web/20180119174752/http://www.politifact.com/truth-o-meter/statements/2011/jul/22/victoria-jackson/victoria-jackson-column-claims-health-care-law-giv/,Pants on Fire!
"Says ""in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union.""",Jack Bogdanski,/web/20180119174754/http://www.politifact.com/oregon/statements/2011/jul/22/jack-bogdanski/blogger-says-mary-nolan-party-line-democrat-who-vo/,True
"Says Wisconsin Senate recall candidate Jessica King ""voted to increase her pay with taxpayer dollars by 63 percent.""",Randy Hopper,/web/20180119174754/http://www.politifact.com/wisconsin/statements/2011/jul/22/randy-hopper/wisconsin-gop-state-sen-randy-hopper-says-democrat/,Pants on Fire!
"""Federal law requires that hospitals treat people whether or not they can pay. So someone (who) doesn’t have health insurance --  they can go to the hospital and get free care.""",Mitt Romney,/web/20180119174754/http://www.politifact.com/truth-o-meter/statements/2011/jul/22/mitt-romney/mitt-romney-says-federal-laws-requires-hospitals-p/,Mostly False
"""There’s pretty much no question that [the curfew ordinances] aren’t effective in either reducing crime or preventing harm to young people.""",Mike Males,/web/20180119174754/http://www.politifact.com/georgia/statements/2011/jul/22/mike-males/limited-studies-say-teen-curfews-ineffective/,Mostly True
"""The only growth sector that we’ve had in the last two years in America is government growth.""",Kay Bailey Hutchison,/web/20180119174754/http://www.politifact.com/texas/statements/2011/jul/22/kay-bailey-hutchison/sen-hutchison-says-government-only-growth-sector-n/,False
"""The firefighter and police officer pension system is not headed for bankruptcy, far from it. That’s because New Jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system.""",Dominick Marino,/web/20180119174754/http://www.politifact.com/new-jersey/statements/2011/jul/22/dominick-marino/official-says-new-jersey-police-fire-pension-syste/,Half-True
"Says that U.S. Rep. Allen West is ""a constituent of mine.""",Debbie Wasserman Schultz,/web/20180119174754/http://www.politifact.com/florida/statements/2011/jul/21/debbie-wasserman-schultz/latest-west-wasserman-schultz-feud-she-says-he-liv/,True
Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition.,Barack Obama,/web/20180119174754/http://www.politifact.com/truth-o-meter/statements/2011/jul/21/barack-obama/obamas-mother-fought-disability-coverage-not-treat/,Mostly False
"Florida Democrats ""put my Social Security number and my wife's Employment Identification Number in a mail piece.""",Allen West,/web/20180119174754/http://www.politifact.com/florida/statements/2011/jul/21/allen-west/west-says-democrats-distributed-his-social-securit/,True
"Republican redistricting plans cut Democrat Nancy Nusbaum out of  ""her state Senate district by a half a block.""",AFL-CIO,/web/20180119174754/http://www.politifact.com/wisconsin/statements/2011/jul/21/afl-cio/wisconsin-afl-cio-says-republican-redistricting-pl/,True
Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house.,Newt Gingrich,/web/20180119174754/http://www.politifact.com/truth-o-meter/statements/2011/jul/21/newt-gingrich/newt-gingrich-says-dodd-frank-law-requires-20-perc/,False
"Virginia state employees ""pay nothing"" toward their pensions.",Bob McDonnell,/web/20180119174754/http://www.politifact.com/virginia/statements/2011/jul/21/bob-mcdonnell/gov-mcdonnell-says-virginia-state-employees-pay-no/,Pants on Fire!
"""We jumped 11 places since beginning this year in terms of being job-friendly.""",John Kasich,/web/20180119174754/http://www.politifact.com/ohio/statements/2011/jul/21/john-kasich/gov-john-kasich-touts-ohios-improvement-cnbc-busin/,Mostly True
"""Every president has raised the debt ceiling.""",Richard Codey,/web/20180119174754/http://www.politifact.com/new-jersey/statements/2011/jul/21/richard-codey/new-jersey-sen-richard-codey-claims-every-presiden/,Mostly True
"""Dubious taxpayer-funded"" stimulus spending -- Part II.",Ocean State Policy Research Institute,/web/20180119174754/http://www.politifact.com/rhode-island/statements/2011/jul/21/ocean-state-policy-research-institute/watchdog-group-critical-stimulus-spending-publishe/,Pants on Fire!
Says this House processed and approved as many bills as previous Legislatures.,Bruce Hanna,/web/20180119174754/http://www.politifact.com/oregon/statements/2011/jul/20/bruce-hanna/did-tied-oregon-house-consider-and-approve-many-me/,Mostly False
"""Since 2000, nearly 12 million Americans have slipped out of the middle class and into poverty.""",Bernie Sanders,/web/20180119174754/http://www.politifact.com/truth-o-meter/statements/2011/jul/20/bernie-s/bernie-sanders-says-12-million-have-slipped-middle/,Half-True
"""Your tax dollars are not being used to sue you, the people.""",Alan Hays,/web/20180119174754/http://www.politifact.com/florida/statements/2011/jul/20/alan-hays/hays-claims-tax-dollars-not-being-used-sue-voters-/,False
"""The Florida Legislature has not filed a lawsuit to fight Amendments 5 and 6.""",Alan Hays,/web/20180119174754/http://www.politifact.com/florida/statements/2011/jul/20/alan-hays/senators-says-legislature-didnt-file-lawsuit-fight/,Mostly False
"""I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.""",Alan Hays,/web/20180119174754/http://www.politifact.com/florida/statements/2011/jul/20/alan-hays/hays-said-he-didnt-vote-spend-money-amendment-6-la/,True
"Says state Senate recall challenger Sandy Pasch voted ""to cut school aid by nearly $300 million.""",Club for Growth,/web/20180119174758/http://www.politifact.com/wisconsin/statements/2011/jul/20/club-growth/club-growth-wisconsin-ad-says-senate-recall-candid/,True
"Says President Barack Obama’s ""own economists say the stimulus cost $278K per job ‘created.’ """,David Dewhurst,/web/20180119174758/http://www.politifact.com/texas/statements/2011/jul/20/david-dewhurst/david-dewhurst-says-presidents-economists-say-stim/,False
On opposition to earmarks,Bill Johnson,/web/20180119174758/http://www.politifact.com/ohio/statements/2011/jul/20/bill-johnson/was-rep-bill-johnsons-funding-request-airport-impr/,No Flip
"During his first year, President Obama said he ""was going to visit Kim Jong-ll and Ahmadinejad and Assad and Chavez – the worst actors in the world.""",Mitt Romney,/web/20180119174758/http://www.politifact.com/truth-o-meter/statements/2011/jul/20/mitt-romney/mitt-romney-says-president-obama-was-planning-visi/,Mostly False
"""[L]ess than one-tenth of Atlanta's transportation needs are covered"" in a referendum to levy a 1-cent sales tax.",Mike Bodker,/web/20180119174758/http://www.politifact.com/georgia/statements/2011/jul/20/mike-bodker/johns-creek-mayor-says-transportation-vote-covers-/,True
"""Every time we've cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, it's been damaged.""",Grover Norquist,/web/20180119174758/http://www.politifact.com/truth-o-meter/statements/2011/jul/19/grover-norquist/grover-norquist-said-economy-has-grown-or-been-dam/,False
"Says that, unlike the U.S. Senate, ""even the Libyan government, in the middle of a civil war, passed a budget on June 15, 2011""",Ann Marie  Buerkle,/web/20180119174758/http://www.politifact.com/truth-o-meter/statements/2011/jul/19/ann-marie-buerkle/rep-ann-marie-buerkle-uses-passage-libyan-budget-s/,Half-True
"""I've created over 40,000 jobs.""",Craig Miller,/web/20180119174758/http://www.politifact.com/florida/statements/2011/jul/19/craig-miller/former-ruths-chris-ceo-craig-miller-says-he-create/,Mostly False
"""We have not had unemployment this high for this long since the Great Depression.""",Marco Rubio,/web/20180119174758/http://www.politifact.com/florida/statements/2011/jul/19/marco-rubio/us-sen-marco-rubio-says-unemployment-streak-worst-/,Mostly True
"""Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.""",Kris Jordan,/web/20180119174758/http://www.politifact.com/ohio/statements/2011/jul/19/kris-jordan/state-sen-kris-jordan-says-fracking-has-been-used-/,Half-True
"""The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.""",Brian Kemp,/web/20180119174758/http://www.politifact.com/georgia/statements/2011/jul/19/brian-kemp/kemp-claim-fines-money/,True
"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",National Republican Congressional Committee,/web/20180119174758/http://www.politifact.com/new-jersey/statements/2011/jul/19/national-republican-congressional-committee/NRCC-stimulus-278k-per-job/,False
"""The black unemployment rate (has) increased since the recovery has begun.""",Marc Morial,/web/20180119174758/http://www.politifact.com/truth-o-meter/statements/2011/jul/18/marc-morial/marc-morial-says-black-unemployment-has-actually-w/,True
"""Under our (2011-’13) budget, the average (Wisconsin) property taxpayer will save $700.""",Scott Walker,/web/20180119174758/http://www.politifact.com/wisconsin/statements/2011/jul/18/scott-walker/gov-scott-walker-says-average-property-tax-payer-w/,False
Ninety percent of the job growth in Virginia has been in the private sector.,Bob McDonnell,/web/20180119174758/http://www.politifact.com/virginia/statements/2011/jul/18/bob-mcdonnell/mcdonnell-says-90-percent-virginias-job-growth-has/,True
"Georgia’s illegal-immigration legislation ""simply follows existing federal law.""",Jack Murphy,/web/20180119174758/http://www.politifact.com/georgia/statements/2011/jul/18/jack-murphy/does-georgias-immigration-bill-simply-follow-exiti/,Half-True
"""Sherrod Brown was just voted two years in a row the most liberal senator in the United States of America"" and is more liberal than Sen. Bernie Sanders.",Josh Mandel,/web/20180119174758/http://www.politifact.com/ohio/statements/2011/jul/18/josh-mandel/josh-mandel-says-sen-sherrod-brown-most-liberal-un/,Half-True
Says Planned Parenthood provides about 140 visits for prenatal care in each state.,Michael Doherty,/web/20180119174758/http://www.politifact.com/new-jersey/statements/2011/jul/18/michael-doherty/sen-michael-doherty-claims-planned-parenthood-only/,False
The $290 million structural surplus in the 2011-’13 Wisconsin budget is not real because it is based on the assumption that Congress will reinstate the estate tax.,Donna Seidel,/web/20180119174758/http://www.politifact.com/wisconsin/statements/2011/jul/17/donna-seidel/wisconsin-rep-donna-seidel-says-290-million-struct/,False
Says $500 billion in Medicare cuts are coming.,Lois Kolkhorst,/web/20180119174758/http://www.politifact.com/texas/statements/2011/jul/17/lois-kolkhorst/lois-kolkhorst-says-obama-administration-cutting-m/,Mostly False
"""By any measure, New Jersey has one of the most segregated school systems in the country.""",David Sciarra,/web/20180119174801/http://www.politifact.com/new-jersey/statements/2011/jul/17/david-sciarra/new-jersey-education-law-center-director-says-stat/,Mostly True
"""Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.""",Sheldon Whitehouse,/web/20180119174801/http://www.politifact.com/rhode-island/statements/2011/jul/17/sheldon-whitehouse/sen-whitehouse-says-criminals-can-hack-home-comput/,True
Says recent polls show Americans agree with Republicans that the federal debt ceiling should not be raised and the debt and deficit should be dealt with mostly by cutting spending.,Josh Treviño,/web/20180119174801/http://www.politifact.com/texas/statements/2011/jul/16/josh-trevino/josh-trevino-says-polls-show-americans-aligned-rep/,Mostly True
"""The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues.""",Barack Obama,/web/20180119174801/http://www.politifact.com/truth-o-meter/statements/2011/jul/15/barack-obama/barack-obama-said-clear-majority-republican-voters/,Mostly False
"""Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts.""",Barack Obama,/web/20180119174801/http://www.politifact.com/truth-o-meter/statements/2011/jul/15/barack-obama/barack-obama-said-80-percent-americans-favor-both-/,Mostly True
"Says the U.S. borrows ""42 cents of every dollar Washington spends today and about half of that comes from countries like China.""",Paul Ryan,/web/20180119174801/http://www.politifact.com/wisconsin/statements/2011/jul/15/paul-ryan/gop-rep-paul-ryan-says-us-borrows-42-cents-each-do/,Half-True
Says Texas is the only state that exempts jet fuel from its state motor fuels tax.,Eddie Rodriguez,/web/20180119174801/http://www.politifact.com/texas/statements/2011/jul/15/eddie-rodriguez/eddie-rodriguez-says-texas-only-state-exempts-jet-/,False
"""New Mexico is the second Hollywood"" because of tax incentives for the film industry.",Gary Johnson,/web/20180119174801/http://www.politifact.com/truth-o-meter/statements/2011/jul/15/gary-johnson/gary-johnson-says-tax-breaks-made-new-mexico-secon/,Half-True
"Under Ryan plan, ""those 54 and younger would receive the same kind of healthcare options now enjoyed by members of Congress.""",Scott Rigell,/web/20180119174801/http://www.politifact.com/virginia/statements/2011/jul/15/scott-rigell/rigell-says-gop-medicare-plan-offers-those-under-5/,Mostly False
"""95 percent of teachers and principals are not implicated in the [Atlanta Public Schools cheating scandal] report at all.""",Shirley Franklin,/web/20180119174801/http://www.politifact.com/georgia/statements/2011/jul/15/shirley-franklin/ex-mayor-franklin-says-small-percent-educators-nam/,Half-True
"""POTUS’ economists: ‘Stimulus’ Has Cost $278,000 per job.""",John Boehner,/web/20180119174801/http://www.politifact.com/ohio/statements/2011/jul/15/john-boehner/house-speaker-john-boehner-says-obamas-economists-/,False
"""Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.""",Sheila Oliver,/web/20180119174801/http://www.politifact.com/new-jersey/statements/2011/jul/15/sheila-oliver/new-jersey-assembly-speaker-sheila-oliver-says-stu/,Half-True
"""Our country's got this huge debt, and (President Barack) Obama says raise taxes and keep spending more.""",Crossroads GPS,/web/20180119174801/http://www.politifact.com/truth-o-meter/statements/2011/jul/14/crossroads-gps/crossroads-gps-says-barack-obama-wants-raise-taxes/,Half-True
Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law.,Chain email,/web/20180119174801/http://www.politifact.com/truth-o-meter/statements/2011/jul/14/chain-email/chain-e-mail-claims-quote-top-redesigned-departmen/,Pants on Fire!
"Says state Sen. Sheila Harsdorf wants to ""eliminate Medicare"" as we know it.",Shelly Moore,/web/20180119174801/http://www.politifact.com/wisconsin/statements/2011/jul/14/shelly-moore/democratic-candidate-shelly-moore-says-sen-sheila-/,Pants on Fire!
"""State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking.""",Kris Jordan,/web/20180119174801/http://www.politifact.com/ohio/statements/2011/jul/14/kris-jordan/state-sen-kris-jordan-says-fracking-hasnt-contamin/,Mostly True
House Bill 2301 never had a public hearing,Oregon Education Association,/web/20180119174801/http://www.politifact.com/oregon/statements/2011/jul/14/oregon-education-association/did-controversial-online-charter-school-bill-reall/,Mostly True
"Says for the first time in the history of the United States, the government cut taxes during wartime",Cory Booker,/web/20180119174801/http://www.politifact.com/new-jersey/statements/2011/jul/14/cory-booker/newark-mayor-cory-booker-says-first-time-history-u/,Mostly True
Social Security and other federal checks may not go out on Aug. 3 if the debt ceiling is not increased.,Barack Obama,/web/20180119174801/http://www.politifact.com/truth-o-meter/statements/2011/jul/13/barack-obama/barack-obama-said-social-security-and-other-federa/,Half-True
"Florida’s proposed Health Care Freedom Act ""will allow Floridians to opt out of Obama’s govt. takeover of healthcare!""",Mike Haridopolos,/web/20180119174801/http://www.politifact.com/florida/statements/2011/jul/13/mike-haridopolos/mike-haridopolos-says-florida-law-could-allow-stat/,False
"""From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station""",Marco Rubio,/web/20180119174802/http://www.politifact.com/florida/statements/2011/jul/13/marco-rubio/rubio-says-us-will-pay-russia-50-million-astronaut/,Mostly True
"Says scientists are ""in dispute"" over whether being gay is a choice.",Tim Pawlenty,/web/20180119174802/http://www.politifact.com/truth-o-meter/statements/2011/jul/13/tim-pawlenty/tim-pawlenty-says-scientists-are-dispute-over-whet/,False
"""There's no scientific conclusion that (being gay) is genetic.""",Tim Pawlenty,/web/20180119174802/http://www.politifact.com/truth-o-meter/statements/2011/jul/13/tim-pawlenty/tim-pawlenty-says-theres-no-scientific-conclusion-/,Mostly True
"Says new GOP Wisconsin Assembly members ""voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.""",Peter Barca,/web/20180119174802/http://www.politifact.com/wisconsin/statements/2011/jul/13/peter-barca/wisconsin-state-rep-peter-barca-says-assembly-vote/,False
"""There are 30,000 people that have been killed with seat belts.""",Joseph Trillo,/web/20180119174802/http://www.politifact.com/rhode-island/statements/2011/jul/13/joseph-trillo/ri-rep-trillo-says-30000-people-have-died-because-/,Pants on Fire!
"""The [Georgia] General Assembly took away the Atlanta Board of Education’s oversight of the superintendent.""",Ralph Long,/web/20180119174802/http://www.politifact.com/georgia/statements/2011/jul/13/ralph-long/georgia-pol-says-atlanta-school-board-had-no-overs/,Mostly False
"Since President Obama took office, ""2 million jobs. Gone.""",Republican National Committee,/web/20180119174802/http://www.politifact.com/ohio/statements/2011/jul/13/republican-national-committee-republican/republican-national-committees-ad-says-2-million-j/,Mostly True
"""As we've seen that federal support for states diminish, you've seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs.""",Barack Obama,/web/20180119174802/http://www.politifact.com/truth-o-meter/statements/2011/jul/12/barack-obama/obama-says-public-sector-job-losses-increasing-sti/,Mostly True
"""I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature.""",Adam Hasner,/web/20180119174802/http://www.politifact.com/florida/statements/2011/jul/12/adam-hasner/hasner-claimed-he-co-sponsored-only-e-verify-bill-/,False
"""A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.""",Rick Scott,/web/20180119174802/http://www.politifact.com/florida/statements/2011/jul/12/rick-scott/gov-rick-scott-says-taxes-would-climb-support-publ/,Half-True
"For people in the top 1 percent for income, ""your effective tax burden is in the low 20s, the lowest it’s been in decades and decades and decades -- lower than somebody who might make substantially less money.""",Timothy Geithner,/web/20180119174802/http://www.politifact.com/truth-o-meter/statements/2011/jul/12/timothy-geithner/geithner-says-top-1-percent-have-tax-rate-low-20s/,Half-True
"Because of Democratic tax hikes, New Jersey ended a decade with fewer private sector jobs for the first time in recorded history.",Steve Oroho,/web/20180119174802/http://www.politifact.com/new-jersey/statements/2011/jul/12/steve-oroho/sen-steve-oroho-claims-democratic-tax-hikes-are-bl/,Mostly False
"Slim Jims ""just recently"" cost 99 cents but now cost $2.69.",Sarah Palin,/web/20180119174802/http://www.politifact.com/truth-o-meter/statements/2011/jul/11/sarah-palin/sarah-palin-says-price-slim-jims-has-risen-169-per/,False
"""There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.""",Paul Krugman,/web/20180119174802/http://www.politifact.com/truth-o-meter/statements/2011/jul/11/paul-krugman/paul-krugman-says-government-jobs-have-fallen-half/,True
"""Our crime rate continues to plummet.""",Bob McDonnell,/web/20180119174802/http://www.politifact.com/virginia/statements/2011/jul/11/bob-mcdonnell/gov-bob-mcdonnell-says-virginias-crime-rate-contin/,Mostly True
Says legislative debate of airport pat-down procedures initiated federal changes in security procedures.,Rick Perry,/web/20180119174802/http://www.politifact.com/texas/statements/2011/jul/11/rick-perry/rick-perry-says-texas-debate-pat-down-legislation-/,False
"Says U.S. Sen. Sherrod Brown is responsible for ""over $14 trillion in debt.""",Jim DeMint,/web/20180119174802/http://www.politifact.com/ohio/statements/2011/jul/11/jim-demint/sen-jim-demint-says-sen-sherrod-brown-responsible-/,False
"Former Atlanta Public Schools Superintendent Beverly Hall left the school district ""significantly better than she found it.""",Shirley Franklin,/web/20180119174802/http://www.politifact.com/georgia/statements/2011/jul/11/shirley-franklin/ex-mayor-franklin-says-former-aps-school-chief-imp/,Pants on Fire!
"""In our proposal, we would have expanded school aid across the board … Governor Christie slashed school aid in this budget, preferring instead to extend a tax break for millionaires over funding in the classroom.""",Jim Whelan,/web/20180119174802/http://www.politifact.com/new-jersey/statements/2011/jul/11/jim-whelan/state-sen-jim-whelan-says-gov-chris-christie-slash/,Half-True
Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.,Scott Walker,/web/20180119174802/http://www.politifact.com/wisconsin/statements/2011/jul/10/scott-walker/gov-scott-walker-says-public-employee-unions-false/,False
"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.",Mitt Romney,/web/20180119174810/http://www.politifact.com/truth-o-meter/statements/2011/jul/10/mitt-romney/mitt-romney-says-barack-obama-will-add-more-debt-4/,Mostly True
"""Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.""",New Hampshire Democratic Party,/web/20180119174810/http://www.politifact.com/truth-o-meter/statements/2011/jul/10/new-hampshire-democratic-party/democrats-say-mitt-romney-first-massachusetts-resi/,Mostly True
Says the average government worker won't be impacted in the first two years under the reform of state health benefits.,Stephen Sweeney,/web/20180119174810/http://www.politifact.com/new-jersey/statements/2011/jul/10/stephen-sweeney/senate-president-stephen-sweeney-claims-average-wo/,Mostly False
"""Dubious taxpayer-funded stimulus projects in Rhode Island include … $250,000 to provide digital television to the state’s inmate population.""",Ocean State Policy Research Institute,/web/20180119174810/http://www.politifact.com/rhode-island/statements/2011/jul/10/ocean-state-policy-research-institute/watchdog-group-says-ri-used-stimulus-funds-250000-/,False
